id_empresa;nome_empresa;cidade_empresa;categoria_empresa;nome_google_place;latitude;longitude;endereco;categoria_pt
advisor-bpo;Advisor BPO;São Paulo, Sao Paulo, Brazil;Consulting, Information and Communications Technology (ICT), Information Services, Information Technology, Outsourcing;Advisor BPO;-23.562431;-46.659527;Alameda Jaú, 1177 - Jardim Paulista, São Paulo - SP, 01420-000, Brasil;Consultoria, Tecnologia da informação e comunicação (TIC), Serviços de informação, Tecnologia da informação, Terceirização
aegro-2;Aegro;Porto Alegre, Rio Grande do Sul, Brazil;Agriculture, Big Data, Internet, Software;Aegro;-30.034687;-51.211958;1022 / 1109 - Av. Osvaldo Aranha - Bom Fim, Porto Alegre - RS, 90035-190, Brasil;Agricultura, Big Data, Internet, Software
aentropico;Aentropico;Rio De Janeiro, Rio de Janeiro, Brazil;Analytics, Big Data, Business Intelligence, Predictive Analytics;Aentropico;-22.953792;-43.1917964;R. Voluntários da Pátria, 286 - Botafogo, Rio de Janeiro - RJ, 22270-010, Brasil;Análise, Big Data, Inteligência de Negócios, Análise Preditiva
aerofleet;Aerofleet;São José Dos Campos, Sao Paulo, Brazil;Aerospace, Freight Service, Information Technology;Aerofleet;-23.2054793;-45.8825098;Praça Marechal-do-Ar Eduardo Gomes, 50 - Campus do CTA, São José dos Campos - SP, 12228-900, Brasil;Aeroespacial, Serviço de frete, Tecnologia da informação
aerofoundry;Aerofoundry;Curitiba, Parana, Brazil;Aerospace, Information Technology, Manufacturing, Robotics;;;;;Aeroespacial, Tecnologia da informação, Manufatura, Robótica
aevo-innovate;AEVO Innovate;Vitória, Piaui, Brazil;B2B, Consumer Goods, Innovation Management, Project Management, SaaS;AEVO;-20.3156831;-40.2893897;R. Manoel Feu Subtil, 60 - Enseada do Suá, Vitória - ES, 29050-400, Brasil;B2B, Bens de consumo, Gerenciamento de inovação, Gerenciamento de projetos, SaaS
affaredelgiorno;Affaredelgiorno;Itá, Santa Catarina, Brazil;Advertising, Analytics, Marketing, Retail, Shopping;;;;;Publicidade, Analítica, Marketing, Varejo, Compras
affinibox;Affinibox;São Paulo, Sao Paulo, Brazil;Information Technology;Affinibox;-23.5633669;-46.6672913;Rua Haddock Lobo, 1421 - Cojunto 42 - Cerqueira César, São Paulo - SP, 01414-003, Brasil;Tecnologia da informação
afiliados-latam;Afiliados LATAM;São Paulo, Sao Paulo, Brazil;Advertising, Internet;Afiliados Latam;-23.5623685;-46.6558728;Av. Paulista, 1499 - Conj. 2110 - Bela Vista, São Paulo - SP, 01311-200, Brasil;Publicidade, Internet
afilio;Afilio;Rio De Janeiro, Rio de Janeiro, Brazil;Advertising, Advertising Platforms, Publishing;Afilio S/A;-23.0055611;-43.3132655;Rua Helios Seelinger, nº155 - 4º Andar - Barra da Tijuca, Rio de Janeiro - RJ, 22640-040, Brasil;Publicidade, Plataformas publicitárias, Publicação
afortunado;Afortunado Software;Porto Alegre, Rio Grande do Sul, Brazil;Accounting, Apps, B2C, Banking, Consulting, Finance, Financial Services, Software, Web Development;SOFTSUL - Associação Sul-riograndense de Apoio ao Desenvolvimento de Software;-30.0259445;-51.204177;R. Padre Chagas, 79 - Conj. 802 - Moinhos de Vento, Porto Alegre - RS, 90570-080, Brasil;Contabilidade, Aplicativos, B2C, Bancário, Consultoria, Finanças, Serviços Financeiros, Software, Desenvolvimento Web
agência-casa;Agência CASA;Curitiba, Parana, Brazil;Advertising;Casa Brasil Hotéis & Serviços;-25.430641;-49.2687986;R. Barão do Rio Branco, 63 - 1504 - Centro, Curitiba - PR, 80010-180, Brasil;Publicidade
agência-forseti;Agência Forseti;Belo Horizonte, Minas Gerais, Brazil;Digital Media, Media and Entertainment, Social Media;;;;;Mídia digital, Mídia e entretenimento, Mídia social
agência-ignite;Agência Ignite;Curitiba, Parana, Brazil;Advertising, Communications Infrastructure, Content Creators, Creative Agency, Digital Media;Agência Ignite;-25.5191297;-49.2775742;R. José Osíres Baglioli, 433 - Pinheirinho, Curitiba - PR, 81820-090, Brasil;Publicidade, Infraestrutura de comunicação, Criadores de conteúdo, Agência de criação, Mídia digital
agência-indicador;Agência Indicador;Americana, Sao Paulo, Brazil;Advertising, Business Development, Commercial, Marketing, Professional Services;AGÊNCIA INDICADOR;-22.710804;-47.27975850000001;R. Jessé Camargo, 320 - Vale das Paineiras, Americana - SP, 13474-263, Brasil;Publicidade, Desenvolvimento comercial, Comercial, Marketing, Serviços profissionais
agencia-la-playa;Agencia La Playa;São Paulo, Sao Paulo, Brazil;Advertising, Digital Marketing, Marketing;La Playa;-23.5631043;-46.6543825;Av. Paulista, 2444 - Bela Vista, São Paulo - SP, 01310-300, Brasil;Publicidade, Marketing Digital, Marketing
agência-trustme;Agência trustme;Rio De Janeiro, Rio de Janeiro, Brazil;B2B, Communications Infrastructure, Digital Media, Information Technology, Software;AGÊNCIA Trustme;-22.9288111;-43.1770243;R. do Catete, 243 - Glória, Rio de Janeiro - RJ, 22220-001, Brasil;B2B, Infraestrutura de comunicação, Mídia digital, Tecnologia da informação, Software
agência-x-digital;Agência X Digital;Caratinga, Minas Gerais, Brazil;Digital Marketing;Agência X Digital;-19.7954203;-42.1369807;R. Sylvio da Silva Araújo, 09 - Rafael José de Lima, Caratinga - MG, 35302-612, Brasil;Marketing Digital
agenciou;Agenciou!;Porto Alegre, Rio Grande do Sul, Brazil;Property Management, Real Estate, Real Estate Investment;Agenciou!;-30.0586387;-51.1733803;Av. Ipiranga, 6681, Prédio 96E - Sala 109, RS, 90619-900, Brasil;Administradora de Imóveis, Imóveis, Investimento imobiliário
agenda-beleza;Beauty Date;Curitiba, Parana, Brazil;Beauty, Consumer, Internet, SaaS, Scheduling;Beauty Date;-25.4445455;-49.2839555;Av. Sete de Setembro, 4751 - 4 - Água Verde, Curitiba - PR, 80250-205, Brasil;Beleza, Consumidor, Internet, SaaS, Programação
agenda-edu;Agenda Edu;Ceará, Ceara, Brazil;EdTech, Education, Knowledge Management, Mobile Apps, SaaS, Software;Agenda Edu;-3.7496198;-38.5057294;R. Joaquim Nabuco, 2829 - Dionísio Torres, Fortaleza - CE, 60125-121, Brasil;EdTech, Educação, Gerenciamento de conhecimento, Aplicativos móveis, SaaS, Software
agenda-escolar-digital;Agenda Escolar Digital;São Paulo, Sao Paulo, Brazil;Apps, EdTech, Education;Secretaria Estado da Educação 9a De;-23.5691682;-46.5932256;Rua Celso de Azevedo Marques, 502 - Mooca, São Paulo - SP, 03122-010, Brasil;Aplicativos, EdTech, Educação
agendapet-services-one-paw-away;AgendaPet - Services One Paw Away;São Paulo, Sao Paulo, Brazil;Marketplace, Pet, Web Hosting;;;;;Mercado, Animais de Estimação, Hospedagem Web
agendarhora;AgendarHora;Rio De Janeiro, Rio de Janeiro, Brazil;Apps, SaaS, Scheduling;;;;;Aplicativos, SaaS, agendamento
agendor;Agendor;São Paulo, Sao Paulo, Brazil;Cloud Computing, CRM, SaaS;Agendor;-23.5196584;-46.679295;Av. Nicolas Boer, 399 - sala 111 - Jardim das Perdizes, São Paulo - SP, 01140-060, Brasil;Computação em nuvem, CRM, SaaS
agente-g-soluções-empresariais;AgenteG;Caxias Do Sul, Rio Grande do Sul, Brazil;B2B, Information Technology, Marketplace, Search Engine, Service Industry;Diess Agente Autônomo de Investimentos;-29.1682051;-51.1934488;Av. Júlio de Castilhos, 3082 - São Pelegrino, Caxias do Sul - RS, 95010-005, Brasil;B2B, Tecnologia da informação, Mercado, Motor de busca, Indústria de serviços
agente-imvel;Agente Imovel Inteligencia de Busca;São Paulo, Sao Paulo, Brazil;Classifieds, E-Commerce, Real Estate;Agente Imóvel;-23.580778;-46.683457;Av. Cidade Jardim, 377 - Itaim Bibi, São Paulo - SP, 01453-900, Brasil;Classificados, Comércio Eletrônico, Imóveis
aghatha-maxi-consulting;Aghatha Maxi Consulting;Porto Alegre, Rio Grande do Sul, Brazil;Consulting, Event Management;Aghatha Maxi Consulting;-30.0182239;-51.1860735;R. Dom Pedro II, 1240 - São João, Porto Alegre - RS, 90550-141, Brasil;Consultoria, Gerenciamento de Eventos
agileprocess;AgileProcess;Florianópolis, Santa Catarina, Brazil;Delivery, Fleet Management, Information Services, Information Technology, Logistics;AgileProcess;-27.571224;-48.50917339999999;Rodovia SC 401 – km 01 – Florianópolis – SC – BR Parq Tec Alfa – Edifício Celta - João Paulo, Florianópolis - SC, 88030-000, Brasil;Entrega, Gerenciamento de Frota, Serviços de Informação, Tecnologia da Informação, Logística
agiliza-aí;Agiliza.Aí;São Paulo, Sao Paulo, Brazil;Artificial Intelligence, Information and Communications Technology (ICT), Information Services, Information Technology, Machine Learning;Agiliza Aí;-23.2044374;-46.8809567;Rua Cica, 396 - Vila Garcia, Jundiaí - SP, 13206-765, Brasil;Inteligência Artificial, Tecnologia da Informação e Comunicações (TIC), Serviços de Informação, Tecnologia da Informação, Aprendizado de Máquina
agilize;Agilize;Salvador, Sao Paulo, Brazil;Accounting, Finance, Financial Services;Agilize;-23.5966452;-46.6869082;Alameda Vicente Pinzon, 54 - Vila Olímpia, São Paulo - SP, 04547-130, Brasil;Contabilidade, Finanças, Serviços Financeiros
agito-sul;Agito Sul;Caçador, Santa Catarina, Brazil;E-Commerce, Events, Internet, Internet of Things, Photography;;;;;Comércio Eletrônico, Eventos, Internet, Internet das Coisas, Fotografia
agora-cupom;Agora Cupom;Taió, Santa Catarina, Brazil;Coupons, E-Commerce, Shopping;Agora Cupom;-27.1174338;-49.9927561;R. Johann Bruns, 51 - Centro, Taió - SC, 89190-000, Brasil;Cupons, E-Commerce, Compras
agregar-negócios;Agregar Negócios;Goiânia, Goias, Brazil;Business Development, Finance, Management Consulting, Small and Medium Businesses, Sustainability;Agregar Negócios;-16.6905121;-49.2666793;Rua 22 Qd G-10 Lt 44, Sl 03 - St. Oeste, Goiânia - GO, 74120-130, Brasil;Desenvolvimento comercial, Finanças, Consultoria de gerenciamento, Pequenas e médias empresas, Sustentabilidade
agri360-2163;Agri360;Maringá, Parana, Brazil;Agriculture, AgTech, Information Technology, SaaS, Software;;;;;Agricultura, AgTech, Tecnologia da informação, SaaS, Software
agriconnected;AgriConnected;São Paulo, Sao Paulo, Brazil;Agriculture, AgTech, Computer, Farming, Information Technology, Internet, Internet of Things, Machine Learning, Software;AgriConnected;-23.5326044;-46.6675352;Rua Lincoln Albuquerque, 259 - Perdizes, São Paulo - SP, 05004-010, Brasil;Agricultura, AgTech, Computador, Agricultura, Tecnologia da Informação, Internet, Internet das Coisas, Machine Learning, Software
agrid;Agrid;Belo Horizonte, Minas Gerais, Brazil;Family, Internet, Wedding;Restaurante Agridoce;-19.9438804;-43.9566119;Av. Raja Gabáglia - Cidade Jardim, Belo Horizonte - MG, 30380-090, Brasil;Família, Internet, Casamento
agridados;Agridados;Cruz Alta, Rio Grande do Sul, Brazil;Agriculture, AgTech, Internet, SaaS, Software;Agridados;-29.7214945;-53.71837679999999;Av. Roraima, nº 1000 - Camobi, Santa Maria - RS, 97105-900, Brasil;Agricultura, AgTech, Internet, SaaS, Software
agrihome;AgriHome;Passo Fundo, Sao Paulo, Brazil;Agriculture, AgTech, Farming;AgriHome Comércio Eletrônico de Insumos Agrícolas LTDA;-28.266811;-52.3958334;Av. Pres. Vargas, 541 - SALA 302 - Centro, Passo Fundo - RS, 99072-160, Brasil;Agricultura, AgTech, Agricultura
agrimart;AgriMart;São Paulo, Sao Paulo, Brazil;Agriculture, AgTech, B2B, Marketplace, Product Search, Software;Agrimart;37.773031;-87.144336;2740 W 2nd St, Owensboro, KY 42301, Estados Unidos;Agricultura, AgTech, B2B, Marketplace, Pesquisa de produtos, Software
agritrustchain;AgriTrustChain;São Paulo, Sao Paulo, Brazil;Agriculture;;;;;Agricultura
agrize;Agrize;Joinville, Santa Catarina, Brazil;Agriculture, AgTech, Artificial Intelligence;Agrize - Sistemas Agrícolas e Aéreos Não Tripulados Ltda;-26.2993343;-48.9199071;Rodovia SC-108, 1301 - Vila Nova, Joinville - SC, 89237-680, Brasil;Agricultura, AgTech, Inteligência Artificial
agrocodex;Agrocodex;Chapecó, Sao Paulo, Brazil;Agriculture, AgTech, Information Technology, SaaS, Software;Agrocodex Sistemas Ltda;-27.218625;-51.9959697;Rua Victor Sopelsa, 3000 - Parque de Exposições, Concórdia - SC, 89700-000, Brasil;Agricultura, AgTech, Tecnologia da informação, SaaS, Software
agroconforto-startup;Agroconforto Startup;Castro, Parana, Brazil;Agriculture, AgTech, Information Technology, SaaS, Software;;;;;Agricultura, AgTech, Tecnologia da informação, SaaS, Software
agrofficio-engenharia;Agrofficio Engenharia;Piracicaba, Sao Paulo, Brazil;Agriculture, Farming, Geospatial, Location Based Services, SaaS;Agrofficio;-23.5648395;-46.735081;Butantã, São Paulo - SP, 05508-000, Brasil;Agricultura, Agricultura, Geoespacial, Serviços Baseados em Localização, SaaS
agrofunding;Agrofunding;Brasília, Rio Grande do Norte, Brazil;Finance;;;;;Finança
agrointeli;Agrointeli;Campo Grande, Sao Paulo, Brazil;Agriculture, AgTech, Artificial Intelligence, Machine Learning, SaaS;AGROINTELI;-20.4532035;-54.60510430000001;R. Brasil, 205 - Monte Castelo, Campo Grande - MS, 79010-230, Brasil;Agricultura, AgTech, Inteligência Artificial, Machine Learning, SaaS
agronow;Agronow Tecnologia;São José Dos Campos, Sao Paulo, Brazil;Agriculture, AgTech, Farming, SaaS, Software;Instituto Federal de Educação, Ciência e Tecnologia de São Paulo;-23.1914746;-45.8501716;Rod. Pres. Dutra, km 145 - s/n - Jardim Diamante, São José dos Campos - SP, Brasil;Agricultura, AgTech, Agricultura, SaaS, Software
agropixel-soluções-inteligentes;Agropixel - Soluções Inteligentes;Londrina, Parana, Brazil;Agriculture, AgTech, Information Technology, SaaS, Software;;;;;Agricultura, AgTech, Tecnologia da informação, SaaS, Software
agrosimulador;AgroSimulador;Chapecó, Sao Paulo, Brazil;Agriculture, AgTech, Information Technology, SaaS, Software;AgroSimulador;-27.0929887;-52.6675775;Servidão Anjo da Guarda, Bairro - Efapi, Chapecó - SC, 89809-503, Brasil;Agricultura, AgTech, Tecnologia da informação, SaaS, Software
agrosmart;Agrosmart;São Paulo, Sao Paulo, Brazil;Agriculture, AgTech, Farming, Internet of Things;Agrosmart;-22.8467176;-47.0845231;Edificio Sidney - Av. José Rocha Bonfim, 214 - Sala 122 - Lot. Center Santa Genebra, Campinas - SP, 13080-650, Brasil;Agricultura, AgTech, Agricultura, Internet das Coisas
agrosolutions;Agrosolutions;Uberlândia, Minas Gerais, Brazil;Agriculture, Enterprise Resource Planning (ERP), Farming, Livestock, SaaS;AgroSolutions;-18.9174305;-48.2541894;Av. João Naves de Ávila, 2121, bloco 5l, CIAEM - Santa Mônica, Uberlândia - MG, 38400-902, Brasil;Agricultura, Planejamento de Recursos Empresariais (ERP), Agricultura, Pecuária, SaaS
agrotechlink;Agrotechlink;Joinville, Santa Catarina, Brazil;Agriculture, AgTech, Farming, SaaS, Sensor;agrotechlink automação em estufas agrícolas;-26.2394076;-48.8785687;R. Dona Francisca, 8300 - Distrito Industrial, Joinville - SC, 89219-600, Brasil;Agricultura, AgTech, Agricultura, SaaS, Sensor
agrotools;AgroTools;São Paulo, Sao Paulo, Brazil;Agriculture, AgTech, Information Technology, SaaS, Software;Agrotools;-23.5950613;-46.6857268;R. Fidêncio Ramos, 223 - Vila Olímpia, São Paulo - SP, 04551-010, Brasil;Agricultura, AgTech, Tecnologia da informação, SaaS, Software
agrotopus-agricultura-digital;Agrotopus Agricultura Digital;Curitiba, Parana, Brazil;Agriculture, AgTech, Analytics, Big Data, Mobile Apps;Agrotopus Agricultura Digital;-25.4567785;-49.28893559999999;Av. Rep. Argentina, 1160 - Água Verde, Curitiba - PR, 80620-010, Brasil;Agricultura, AgTech, Análise, Big Data, Aplicativos móveis
agrov-erp;AgroV ERP;Cuiabá, Mato Grosso, Brazil;Agriculture, AgTech, Farming, SaaS, Software;Agrotis Agroinformatica Ltda;-25.4276716;-49.26652199999999;R. Treze de Maio, 46 - Centro, Curitiba - PR, 80020-270, Brasil;Agricultura, AgTech, Agricultura, SaaS, Software
agrow-software-para-o-agronegócio;AGrow - Software para o agronegócio;Araguari, Minas Gerais, Brazil;Agriculture, AgTech, Information Technology, SaaS, Software;aGrow Software para o Agronegócio;-18.6547638;-48.19816489999999;Av. Cel. Teodolino Pereira Araújo, 2250 - Rosário, Araguari - MG, 38440-062, Brasil;Agricultura, AgTech, Tecnologia da informação, SaaS, Software
agrusdata;AgrusData;São Paulo, Sao Paulo, Brazil;Big Data, Information Services, Information Technology;AGRUS DATA;-23.62211;-46.701233;Av. das Nações Unidas, 14171 - 15º andar - Morumbi, São Paulo - SP, 04794-000, Brasil;Big Data, Serviços de informação, Tecnologia da informação
agryo;agryo;Brasilândia, Distrito Federal, Brazil;AgTech, Artificial Intelligence, Big Data, FinTech, Peer to Peer;;;;;AgTech, Inteligência Artificial, Big Data, FinTech, Ponto a Ponto
agvali-com-2;InstaAgro;São Paulo, Sao Paulo, Brazil;Agriculture, E-Commerce, Farming;InstaAgro;-23.5971613;-46.6834211;R. Alvorada, 1289 - Conj 1101 - Vila Olímpia, São Paulo - SP, 04550-004, Brasil;Agricultura, Comércio Eletrônico, Agricultura
ahead-group;Ahead Group;Barueri, Sao Paulo, Brazil;Accounting, Management Consulting;AHEAD GROUP;-23.506224;-46.8694712;R. Caldas Novas, 50 - conjuntos 135 a 136 - Bethaville, Barueri - SP, 06404-301, Brasil;Contabilidade, Consultoria de gerenciamento
ahgora-sistemas;Ahgora;Florianópolis, Santa Catarina, Brazil;Cloud Computing, Human Resources, Information Technology, Management Consulting, Software;Ahgora Sistemas;-27.5706639;-48.5091682;Parque Tecnológico Alfa - João Paulo, Florianópolis - SC, 88030-000, Brasil;Computação em nuvem, Recursos humanos, Tecnologia da informação, Consultoria de gerenciamento, Software
aimirim;AIMIRIM;Uberlândia, Minas Gerais, Brazil;Artificial Intelligence, Industrial Engineering, Machine Learning, Mechanical Engineering, Simulation, Virtualization;Aimirim Soluções Tecnológicas Integradas;-18.9183959;-48.2578304;Av. João Naves de Ávila, 2121 - Santa Mônica, Uberlândia - MG, 38408-100, Brasil;Inteligência Artificial, Engenharia Industrial, Aprendizado de Máquina, Engenharia Mecânica, Simulação, Virtualização
aiplates-technologies;Aiplates Technologies;Belo Horizonte, Minas Gerais, Brazil;Artificial Intelligence, B2B, Big Data, SaaS, Security;AiPlates Technologies;-19.9290564;-43.931904;R. Paraíba, 330 - 17º Andar - Funcionários, Belo Horizonte - MG, 30130-140, Brasil;Inteligência Artificial, B2B, Big Data, SaaS, Segurança
